0
But O
the O
staff B
was O
so O
horrible O
to O
us O
. O

0
To O
be O
completely O
fair O
, O
the O
only O
redeeming O
factor O
was O
the O
food B
, O
which O
was O
above O
average O
, O
but O
could O
n't O
make O
up O
for O
all O
the O
other O
deficiencies O
of O
Teodora O
. O

0
The O
food B
is O
uniformly O
exceptional O
, O
with O
a O
very O
capable O
kitchen B
which O
will O
proudly O
whip O
up O
whatever O
you O
feel O
like O
eating O
, O
whether O
it O
's O
on O
the O
menu B
or O
not O
. O

0
Where O
Gabriela O
personaly O
greets O
you O
and O
recommends O
you O
what O
to O
eat O
. O

0
For O
those O
that O
go O
once O
and O
do O
n't O
enjoy O
it O
, O
all O
I O
can O
say O
is O
that O
they O
just O
do O
n't O
get O
it O
. O

0
Not O
only O
was O
the O
food B
outstanding O
, O
but O
the O
little O
' O
perks B
' O
were O
great O
. O

0
It O
is O
very O
overpriced O
and O
not O
very O
tasty O
. O

0
Our O
agreed O
favorite O
is O
the O
orrechiete B
with I
sausage I
and I
chicken I
( O
usually O
the O
waiters B
are O
kind O
enough O
to O
split O
the O
dish B
in O
half O
so O
you O
get O
to O
sample O
both O
meats B
) O
. O

0
The O
Bagels B
have O
an O
outstanding O
taste O
with O
a O
terrific O
texture O
, O
both O
chewy O
yet O
not O
gummy O
. O

0
Nevertheless O
the O
food B
itself O
is O
pretty O
good O
. O

0
They O
did O
not O
have O
mayonnaise B
, O
forgot O
our O
toast B
, O
left O
out O
ingredients B
( O
ie O
cheese B
in O
an O
omelet B
) O
, O
below O
hot O
temperatures O
and O
the O
bacon B
was O
so O
over O
cooked O
it O
crumbled O
on O
the O
plate B
when O
you O
touched O
it O
. O

0
It O
took O
half O
an O
hour O
to O
get O
our O
check B
, O
which O
was O
perfect O
since O
we O
could O
sit O
, O
have O
drinks B
and O
talk O
! O

0
The O
design B
and O
atmosphere B
is O
just O
as O
good O
. O

0
He O
has O
visited O
Thailand O
and O
is O
quite O
expert O
on O
the O
cuisine B
. O

0
I O
would O
definitely O
recommend O
Mary O
's O
and O
am O
making O
it O
one O
of O
my O
regular O
neighborhood O
haunts O
. O

0
The O
pizza B
is O
the O
best O
if O
you O
like O
thin B
crusted I
pizza I
. O

0
My O
Girlfriend O
and O
I O
stumbled O
onto O
this O
hopping O
place O
the O
other O
night O
and O
had O
a O
great O
time O
! O

0
He O
ca O
n't O
help O
, O
they O
're O
bought O
up O
so O
fast O
. O

0
Secondly O
, O
on O
this O
night O
the O
place O
was O
overwhelmed O
by O
upper O
east O
side O
ladies O
perfume O
. O

0
i O
have O
eaten O
here O
a O
handful O
of O
times O
, O
for O
no O
reason O
besides O
sheer O
convenience O
. O

0
Obviously O
run O
by O
folks O
who O
know O
a O
pie O
. O

0
We O
were O
very O
disappointed O
. O

0
IT O
IS O
DEFINITELY O
SPECIAL O
AND O
AFFORDABLE O
. O

0
I O
really O
liked O
this O
place O
. O

0
I O
will O
be O
going O
back O
very O
soon O
. O

0
All O
the O
money O
went O
into O
the O
interior B
decoration I
, O
none O
of O
it O
went O
to O
the O
chefs B
. O

0
The O
seats B
are O
uncomfortable O
if O
you O
are O
sitting O
against O
the O
wall O
on O
wooden O
benches O
. O

0
I O
asked O
for O
seltzer B
with I
lime I
, O
no O
ice O
. O

0
It O
was O
pretty O
inexpensive O
too O
. O

0
Will O
not O
be O
back O
